Company,Company Description,Date Victimised,Number of Clicks,Status,Data Size (Gb),Link to Folder Directory
wichita.gov,UPDATE: A lot of city's data including 500GB mssql databases available for sell if no negotiation reached until 15th. Msg offers. UPDATE2: DATA IS SOLD Wichita is the most populous city in the U.S. state of Kansas and the county seat of Sedgwick...,2024-05-14 07:34:00,14533,Published,,NA
oseranhahn.com,"Company data will be available via a link at the bottom of the page. Oseran Hahn P.S. is a legal firm that offers a variety of services in the field of law. The company's practice areas include Business and Corporate Law, Litigation, and Condo L...",2024-05-13 13:54:00,12448,Published,360.93,| http://lockbit33chewwx25efq6dgkhkw4u7nefudq4ijkuamjfd7x73on6dyd.onion/secret/7392214e7babfaf7f9995c86b69dc9cd-2d24b046-cd25-34f3-b1fe-99accf420b20/oseranhahn.com/oseranhahn.com.7z-file-tree.txt
hbmolding.com,Company data will be available via a link at the bottom of the page. HB Molding was founded in 1998 and originally located in the south side of Louisville. Due to our ability to quickly react to customer demands and opportunities we have grown t...,2024-05-13 13:40:00,10679,Published,174.21,| http://lockbit33chewwx25efq6dgkhkw4u7nefudq4ijkuamjfd7x73on6dyd.onion/secret/b6b4d7fe9b30c951a76ea8210eadd012-e386fd3d-ab4c-3125-8059-bcab4e789a34/hbmolding.com/hbmolding.com.7z-file-tree.txt
contest.omg,"Объявляю конкурс Для участия в конкурсе необходимо связаться с родственниками или бедолагой, который скорее всего не удачно миксанул крипту в обмен на мою и привлёк к себе внимание ФБР, а вместе с ним и награду в 10 миллионов долларов за свою го...",2024-05-10 18:10:00,13311,Published,,NA
colonialsd.org,https://mega.nz/folder/l60i2aLR#1pTmoxhVwJrSvVhJ1V3F5g We are publishing sample partial (~50GB) from the data of Colonial School District. We have more 500GB available to sell. Contact us for a deal before 26th May with offers. If we do not receiv...,2024-05-10 06:31:00,12475,Published,,NA
incegroup.com,"ABOUT INERGROUP. We improve, manage, and deliver labor-intensive processes within our customers' manufacturing and distribution facilities. With our fixed cost pricing model and managed workforce deliverables, our Engineers work directly with your op...",2024-05-09 17:43:00,12686,Published,192.89,| http://lockbit7z2jwcskxpbokpemdxmltipntwlkmidcll2qirbu7ykg46eyd.onion/secret/fd2c98131cf86154dde017d11159d7f3-5e263d64-776b-3430-9dfe-808d0965e2d6/incegroup.com/ACR.zip-file-tree.txt| http://lockbit7z2jwcskxpbokpemdxmltipntwlkmidcll2qirbu7ykg46eyd.onion/secret/fd2c98131cf86154dde017d11159d7f3-5e263d64-776b-3430-9dfe-808d0965e2d6/incegroup.com/AdminSupport.7z-file-tree.txt| http://lockbit7z2jwcskxpbokpemdxmltipntwlkmidcll2qirbu7ykg46eyd.onion/secret/fd2c98131cf86154dde017d11159d7f3-5e263d64-776b-3430-9dfe-808d0965e2d6/incegroup.com/ChromeRiver.7z-file-tree.txt| http://lockbit7z2jwcskxpbokpemdxmltipntwlkmidcll2qirbu7ykg46eyd.onion/secret/fd2c98131cf86154dde017d11159d7f3-5e263d64-776b-3430-9dfe-808d0965e2d6/incegroup.com/ContractDatabase.7z-file-tree.txt| http://lockbit7z2jwcskxpbokpemdxmltipntwlkmidcll2qirbu7ykg46eyd.onion/secret/fd2c98131cf86154dde017d11159d7f3-5e263d64-776b-3430-9dfe-808d0965e2d6/incegroup.com/DelegationofAuthority.7z-file-tree.txt| http://lockbit7z2jwcskxpbokpemdxmltipntwlkmidcll2qirbu7ykg46eyd.onion/secret/fd2c98131cf86154dde017d11159d7f3-5e263d64-776b-3430-9dfe-808d0965e2d6/incegroup.com/EPMS.7z-file-tree.txt| http://lockbit7z2jwcskxpbokpemdxmltipntwlkmidcll2qirbu7ykg46eyd.onion/secret/fd2c98131cf86154dde017d11159d7f3-5e263d64-776b-3430-9dfe-808d0965e2d6/incegroup.com/GroupInvoices.7z-file-tree.txt| http://lockbit7z2jwcskxpbokpemdxmltipntwlkmidcll2qirbu7ykg46eyd.onion/secret/fd2c98131cf86154dde017d11159d7f3-5e263d64-776b-3430-9dfe-808d0965e2d6/incegroup.com/InceGlobalRecharge.zip-file-tree.txt| http://lockbit7z2jwcskxpbokpemdxmltipntwlkmidcll2qirbu7ykg46eyd.onion/secret/fd2c98131cf86154dde017d11159d7f3-5e263d64-776b-3430-9dfe-808d0965e2d6/incegroup.com/Juratone.zip-file-tree.txt| http://lockbit7z2jwcskxpbokpemdxmltipntwlkmidcll2qirbu7ykg46eyd.onion/secret/fd2c98131cf86154dde017d11159d7f3-5e263d64-776b-3430-9dfe-808d0965e2d6/incegroup.com/MTACS.zip-file-tree.txt| http://lockbit7z2jwcskxpbokpemdxmltipntwlkmidcll2qirbu7ykg46eyd.onion/secret/fd2c98131cf86154dde017d11159d7f3-5e263d64-776b-3430-9dfe-808d0965e2d6/incegroup.com/MasterData.7z-file-tree.txt| http://lockbit7z2jwcskxpbokpemdxmltipntwlkmidcll2qirbu7ykg46eyd.onion/secret/fd2c98131cf86154dde017d11159d7f3-5e263d64-776b-3430-9dfe-808d0965e2d6/incegroup.com/NewStarterCheckList%26Docs.7z-file-tree.txt| http://lockbit7z2jwcskxpbokpemdxmltipntwlkmidcll2qirbu7ykg46eyd.onion/secret/fd2c98131cf86154dde017d11159d7f3-5e263d64-776b-3430-9dfe-808d0965e2d6/incegroup.com/Operations1.7z-file-tree.txt| http://lockbit7z2jwcskxpbokpemdxmltipntwlkmidcll2qirbu7ykg46eyd.onion/secret/fd2c98131cf86154dde017d11159d7f3-5e263d64-776b-3430-9dfe-808d0965e2d6/incegroup.com/Operations2.7z-file-tree.txt| http://lockbit7z2jwcskxpbokpemdxmltipntwlkmidcll2qirbu7ykg46eyd.onion/secret/fd2c98131cf86154dde017d11159d7f3-5e263d64-776b-3430-9dfe-808d0965e2d6/incegroup.com/Operations3.7z-file-tree.txt| http://lockbit7z2jwcskxpbokpemdxmltipntwlkmidcll2qirbu7ykg46eyd.onion/secret/fd2c98131cf86154dde017d11159d7f3-5e263d64-776b-3430-9dfe-808d0965e2d6/incegroup.com/Operations4.7z-file-tree.txt| http://lockbit7z2jwcskxpbokpemdxmltipntwlkmidcll2qirbu7ykg46eyd.onion/secret/fd2c98131cf86154dde017d11159d7f3-5e263d64-776b-3430-9dfe-808d0965e2d6/incegroup.com/PoliciesProcessesandProcedures.7z-file-tree.txt| http://lockbit7z2jwcskxpbokpemdxmltipntwlkmidcll2qirbu7ykg46eyd.onion/secret/fd2c98131cf86154dde017d11159d7f3-5e263d64-776b-3430-9dfe-808d0965e2d6/incegroup.com/Profile1.7z-file-tree.txt| http://lockbit7z2jwcskxpbokpemdxmltipntwlkmidcll2qirbu7ykg46eyd.onion/secret/fd2c98131cf86154dde017d11159d7f3-5e263d64-776b-3430-9dfe-808d0965e2d6/incegroup.com/Profile2.7z-file-tree.txt| http://lockbit7z2jwcskxpbokpemdxmltipntwlkmidcll2qirbu7ykg46eyd.onion/secret/fd2c98131cf86154dde017d11159d7f3-5e263d64-776b-3430-9dfe-808d0965e2d6/incegroup.com/hr.zip-file-tree.txt| http://lockbit7z2jwcskxpbokpemdxmltipntwlkmidcll2qirbu7ykg46eyd.onion/secret/fd2c98131cf86154dde017d11159d7f3-5e263d64-776b-3430-9dfe-808d0965e2d6/incegroup.com/inc.7z-file-tree.txt| http://lockbit7z2jwcskxpbokpemdxmltipntwlkmidcll2qirbu7ykg46eyd.onion/secret/fd2c98131cf86154dde017d11159d7f3-5e263d64-776b-3430-9dfe-808d0965e2d6/incegroup.com/inforequestssurveys.zip-file-tree.txt
iaconnecticut.com,"Welcome to the Insurance Association of Connecticut. For over 50 years, the Insurance Association of Connecticut (IAC) has been the voice of insurers doing business in Connecticut. We represent the interests of insurers both large and small, foreign...",2024-05-09 17:42:00,11917,Published,,NA
indigo.ca,"Shop for books, gifts, and more at Indigo.ca, the online destination for Canada's biggest bookstore. Find new releases, bestsellers, exclusives, and more in various formats and genres.",2024-05-09 17:40:00,11505,Published,0.01,| http://lockbit7z2jwcskxpbokpemdxmltipntwlkmidcll2qirbu7ykg46eyd.onion/secret/c306f0947a0c7700e03bffad611441b2-1cd2c36c-d911-3b4d-9d34-da49e9b6ea46/indigo.ca/README.txt| http://lockbit7z2jwcskxpbokpemdxmltipntwlkmidcll2qirbu7ykg46eyd.onion/secret/c306f0947a0c7700e03bffad611441b2-1cd2c36c-d911-3b4d-9d34-da49e9b6ea46/indigo.ca/indigo.7z-file-tree.txt| http://lockbit7z2jwcskxpbokpemdxmltipntwlkmidcll2qirbu7ykg46eyd.onion/secret/c306f0947a0c7700e03bffad611441b2-1cd2c36c-d911-3b4d-9d34-da49e9b6ea46/indigo.ca/indigo.txt| http://lockbit7z2jwcskxpbokpemdxmltipntwlkmidcll2qirbu7ykg46eyd.onion/secret/c306f0947a0c7700e03bffad611441b2-1cd2c36c-d911-3b4d-9d34-da49e9b6ea46/indigo.ca/indigofile.7z-file-tree.txt
gruppobeltrame.com,"Il Gruppo. Attivo dal 1896 nel settore siderurgico, AFV Gruppo Beltrame è sinonimo di eccellenza e innovazione nella produzione di laminati mercantili e profili speciali per molteplici ambiti di impiego: costruzioni edili, cantieristica navale, macch...",2024-05-09 17:37:00,12217,Published,256.52,| http://lockbit7z2jwcskxpbokpemdxmltipntwlkmidcll2qirbu7ykg46eyd.onion/secret/0b3c6b4f1ddff4840b749bd55f0eedbf-5f53a2e1-dae3-392a-910f-2a314b98f273/gruppobeltrame.com/bel.tgz-file-tree.txt
equatortrustees.com,"Equator Trustees Limited is licensed by the Seychelles Financial Services Authority (FSA) as a Corporate and Trustee Service Provider, and has offices in Victoria, the capital city of Seychelles on the island of Mahe. Call Us: +248 422 6205. Fax Us:...",2024-05-09 17:36:00,11198,Published,,NA
ecotruck.com.br,"A EcoTruck® fornece uma série de Tecnológicas para gestão ao mercado de Transporte, assegurando o mais moderno e eficiente sistema de soluções integradas para redução de custos com pneus, combustíveis e manutenção. As Ferramentas, Programas e Produto...",2024-05-09 17:35:00,10513,Published,,NA
cultivarnet.com.br,"Com uma equipe administrativa e comercial experiente, dedicada, proativa e competente a Cultivar se destaca também por seu amplo portfólio, com diversos fornecedores nos segmentos de agricultura e pecuária, indo desde os fertilizantes e corretivos, a...",2024-05-09 17:33:00,10925,Published,,| http://lockbit7z2jwcskxpbokpemdxmltipntwlkmidcll2qirbu7ykg46eyd.onion/secret/455605c524b1a91b3b4cea6df41c803d-1099e8b0-25d0-3c48-ab5b-9d64befa6165/cultivarnet.com.br/LIst.txt
ckfinc.com,"January 31, 2023 - CKF, Inc. Strengthens Position in Sustainable Packaging Market Sector with $10 million Capital InvestmentJanuary 31, 2023 - CKF, Inc. Strengthens Position in Sustainable Packaging Market Sector with $10 million Capital Investment N...",2024-05-09 17:32:00,10508,Published,0.02,| http://lockbit7z2jwcskxpbokpemdxmltipntwlkmidcll2qirbu7ykg46eyd.onion/secret/dcc639b824bcc951469837c12b91da5a-cc7aa3fe-b048-383b-941f-c5c8c8e0fc12/ckfinc.com/ckfull.7z-file-tree.txt| http://lockbit7z2jwcskxpbokpemdxmltipntwlkmidcll2qirbu7ykg46eyd.onion/secret/dcc639b824bcc951469837c12b91da5a-cc7aa3fe-b048-383b-941f-c5c8c8e0fc12/ckfinc.com/ckfull.txt
besttaxfiler.com,Yupp TV coupon Free $20.00 (www.Yupptv.com) Free. ITIN Application (worth of $29.99 service) (for Certification filing only) Free. FBAR (worth of $29.99 service) Free. Extension Filing (worth of $19.99 service) Free. 7 years assistance to resolve you...,2024-05-09 17:30:00,10567,Published,0.0,| http://lockbit7z2jwcskxpbokpemdxmltipntwlkmidcll2qirbu7ykg46eyd.onion/secret/4f30fb86c96bebf36bdb0fe5a50f18d6-f86148bb-ae1d-3c26-94fe-a5f13d0bc666/besttaxfiler.com/besttaxfiler.com-private.tar.gz-file-tree.txt| http://lockbit7z2jwcskxpbokpemdxmltipntwlkmidcll2qirbu7ykg46eyd.onion/secret/4f30fb86c96bebf36bdb0fe5a50f18d6-f86148bb-ae1d-3c26-94fe-a5f13d0bc666/besttaxfiler.com/besttaxfiler.com.zip-file-tree.txt
amsoft.cl,"Soluciones tecnológicas que impulsan tu negocio.Somos tu partner para transformar tu negocio de la mano de la tecnología; desarrollamos tu próxima aplicación, seremos tu equipo de profesionales, te asesoramos para dar el salto digital. Leer más Sobre...",2024-05-09 17:29:00,10509,Published,,NA
faacgroup.com,"Fabbrica Automatismi Apertura Cancelli (FAAC) was founded in 1965 and immediately became synonymous with automation for gates all around the world. Quality, safety, reliability, satisfaction, passion and research are the values on which the company l...",2024-05-09 17:27:00,10264,Published,,NA
worldlearning.org,"EDUCATION. A global development and exchange organization delivering education programs in more than 150 countries. Built on 90 years of expertise, our bottom-up and top-down approach serves individuals and communities at all levels.We have the uniqu...",2024-05-09 17:26:00,10151,Published,,NA
wisconsinindustrialcoatings.com,"Turn to the experienced professionals at Wisconsin Industrial Coatings for superior quality industrial coating and sandblasting services. Our facility includes 105,000 square feet of shop space and 12 overhead cranes with a maximum capacity of 50,000...",2024-05-09 17:24:00,10210,Published,,NA
mckimcreed.com,"McKim & Creed! You have 14 days left to avoid the devastating consequences of having your data published. We are ready to update your data that contains the following: - Personal data of your employees, customers and partners - Positive drug tes...",2024-05-09 16:54:00,9784,Published,357.43,| http://lockbit33chewwx25efq6dgkhkw4u7nefudq4ijkuamjfd7x73on6dyd.onion/secret/a5b0c99a67125d1edaa2b2fd7999d330-2b83882b-01be-379f-9bd3-0202109702d7/mckimcreed.com/mckimcreed.com.7z-file-tree.txt
nampak.com,"We will use the contacts we gain for our future phishing campaigns. Nampak has been attacked at 20.03.24 so partners and affiliates can check how they care about you. Nampak is Africa’s leading diversified packaging manufacturer, and has been listed...",2024-05-09 16:53:00,9899,Published,19.2,| http://lockbit33chewwx25efq6dgkhkw4u7nefudq4ijkuamjfd7x73on6dyd.onion/secret/2409177811dc998b6e2862a2ed6aedf6-9505d3ae-4c5a-35d9-b674-4eac3594cee5/nampak.com/nampak.tgz-file-tree.txt
taylorlaw.net,"Taylor Law Offices, P.C. was established in 1980 as a general practice law firm and is located in Effingham, Illinois. We have seven attorneys with more than ninety years experience providing legal services to individuals and business clients through...",2024-05-09 16:25:00,10038,Published,61.3,| http://lockbit33chewwx25efq6dgkhkw4u7nefudq4ijkuamjfd7x73on6dyd.onion/secret/4963f90bafe1b84fa7d221b06443b409-973065b3-8a67-3197-a5e5-be7c827b8303/taylorlaw.net/taylorlaw.net.7z-file-tree.txt
kjf-augsburg.de,"Die KJF Augsburg ist eines der größten Sozialunternehmen in Bayern. Wir sind Träger von über 80 Einrichtungen und Diensten in Schwaben und dem angrenzenden Oberbayern. Ob Kita, Berufsbildungswerk, Schule oder Klinik – die KJF Augsburg ist in fast all...",2024-05-09 16:20:00,10050,Published,182.31,| http://lockbit33chewwx25efq6dgkhkw4u7nefudq4ijkuamjfd7x73on6dyd.onion/secret/4a9e2a59a2e777daa7ee6d79e45ea779-2ec203f9-1a22-3f05-8fa3-007586469d58/kjf-augsburg.de/kjf-augsburg.de.tgz-file-tree.txt
disb.dc.gov,05/19/2021 DC health insurance marketplace: history and news of the state's exchange: 04/22/2021 DISB Celebrates April as Financial Literacy Month with Free Resources for District Residents: 04/19/2021 Insurance in a Time of Transition: Highlights Fr...,2024-05-09 16:18:00,10215,Published,7.9,| http://lockbit33chewwx25efq6dgkhkw4u7nefudq4ijkuamjfd7x73on6dyd.onion/secret/12754c01f1fd82c776573ab398a1d8d5-7c402d5c-06e4-3206-bce0-5858e2866280/disb.dc.gov/disb.dc.gov.7z-file-tree.txt
tascoplumbing.com,"TASCO Plumbing & Mechanical Corp is a company that operates in the Construction industry. It employs 51-100 people and has $10M-$25M of revenue. The company is headquartered in Hialeah, Florida.",2024-05-09 16:13:00,9617,Published,25.9,| http://lockbit33chewwx25efq6dgkhkw4u7nefudq4ijkuamjfd7x73on6dyd.onion/secret/dcc1bcd7ddd7b1a2bd1f7d02b3657368-0ea14bdd-62db-3fe6-a050-4fb22f876ee2/tascoplumbing.com/tascoplumbing.com.7z-file-tree.txt
tu-ilmenau.de,"Eine moderne, zukunftsfähige Universität benötigt einen internationalen Campus mit einem weltoffenen Umfeld, in dem Menschen in ihrer Vielfalt akzeptiert werden und Grundrechte sowie Wissenschaftsfreiheit nicht in Frage gestellt werden.",2024-05-09 14:53:00,15731,Published,256.42,| http://lockbit33chewwx25efq6dgkhkw4u7nefudq4ijkuamjfd7x73on6dyd.onion/secret/9a418569636678823d4e42124cdb82a0-523ca150-73e3-3072-92e4-8c52b2f25329/tu-ilmenau.de/tu-ilmenau.de.7z-file-tree.txt
uslinen.com,"We are a family-owned, professionally managed provider of uniforms, mats, and towels that values a positive customer experience. Honesty, integrity, and respect are the driving forces behind our services. We believe in accountability, reliability, an...",2024-05-09 14:51:00,14514,Published,1.1,| http://lockbit33chewwx25efq6dgkhkw4u7nefudq4ijkuamjfd7x73on6dyd.onion/secret/700a49aaf070d6a9087519f8379af21a-ac15daa8-7683-30c0-a736-0a8fb95652b9/uslinen.com/uslinen.com.7z-file-tree.txt
sesenergy.org,"As one of New England's original energy management companies, Secure Energy has been a trusted vendor partner, aggregator, and authorized broker for leading national suppliers since the infancy of the energy management industry. Let our team with 175...",2024-05-09 14:49:00,13421,Published,,NA
lenmed.co.za,Maputo Private Hospital is Mozambique’s first multidisciplinary hospital. It is equipped with cutting edge facilities and is located in the heart of Maputo. The hospital offers services in both English & Portuguese.,2024-05-09 14:49:00,15874,Published,145.51,| http://lockbit33chewwx25efq6dgkhkw4u7nefudq4ijkuamjfd7x73on6dyd.onion/secret/cf1ed4fb45a2f15fc356597c4163393d-11a2898c-3431-3378-84d8-01ecedb063e8/lenmed.co.za/lenmed.co.za.7z-file-tree.txt
dagma.com.ar,"NUESTROS VALORES ""Con visión y perseverancia de crecimiento"" Nos basamos en la conﬁanza, el respeto y la lealtad para con nuestros empleados y clientes, porque entendemos que son la base para construir juntos.",2024-05-09 14:48:00,8353,Published,69.61,| http://lockbit33chewwx25efq6dgkhkw4u7nefudq4ijkuamjfd7x73on6dyd.onion/secret/6bce64bf8d0629331ca21244f725bd4c-48132cd2-c115-3310-87d8-d838828a748c/dagma.com.ar/dagma.com.ar.7z-file-tree.txt
kimmelcleaners.com,100gb,2024-05-09 14:45:00,14115,Published,69.51,| http://lockbit33chewwx25efq6dgkhkw4u7nefudq4ijkuamjfd7x73on6dyd.onion/secret/4dd7c6f1276440792dd371f8359b5af1-208850f1-18f3-3280-b898-5f0edaed7ad0/kimmelcleaners.com/kimmelcleaners.com.7z-file-tree.txt
ccofva.com,"Based in Richmond, Virginia, we function like a family, with each related company working together. Our experienced management team provides you with in-depth knowledge and can develop customized solutions for your particular needs.",2024-05-09 14:41:00,8139,Published,843.16,| http://lockbit33chewwx25efq6dgkhkw4u7nefudq4ijkuamjfd7x73on6dyd.onion/secret/13e4d794b37008b7e1573935e3cb0993-8118444e-5c75-36af-b6e4-398b50072013/ccofva.com/ccofva.com.rar-file-tree.txt
ctc-corp.net,"For over 115 years, we have built and maintained partnerships with our customers by providing solutions that are essential to their business. With our versatile offering of rental service, laundry and dry cleaning service and janitorial products, we...",2024-05-09 14:40:00,14118,Published,48.5,| http://lockbit33chewwx25efq6dgkhkw4u7nefudq4ijkuamjfd7x73on6dyd.onion/secret/cf890cc6b91b913f6dff8755944b9fa7-96adf4f5-81ad-3db0-b24a-d47f65f1236f/ctc-corp.net/ctc-corp.net.7z-file-tree.txt
casajove.com,"Vídeo corporatiu de Casa Jové. Amb 140 anys d'història, reafirmem el nostre compromís per fer del món un lloc millor, just, sostenible, socialment responsable, on prevalgui l'ètica i el compromís impregni les nostres accions. Servei tècnic reparació...",2024-05-09 14:37:00,7695,Published,128.01,| http://lockbit33chewwx25efq6dgkhkw4u7nefudq4ijkuamjfd7x73on6dyd.onion/secret/7f457ed773e14410bdcb79b12fb89baa-51a75e60-7905-3b81-80af-2a2610ea4e80/casajove.com/casajove.tgz-file-tree.txt
torrepacheco.es,"Torre-Pacheco es un municipio español de la Región de Murcia, enclavado en la llanura del Campo de Cartagena, a 8 km de las playas del Mar Menor. Con 39 037 habitantes, es el sexto municipio de la Región en número de habitantes.",2024-05-09 14:35:00,8163,Published,143.01,| http://lockbit33chewwx25efq6dgkhkw4u7nefudq4ijkuamjfd7x73on6dyd.onion/secret/4ecd5370e3591cf685a0200779995508-07ee5e57-bf14-33f4-9887-5fc31ff5b118/torrepacheco.es/torrepacheco1.tgz-file-tree.txt| http://lockbit33chewwx25efq6dgkhkw4u7nefudq4ijkuamjfd7x73on6dyd.onion/secret/4ecd5370e3591cf685a0200779995508-07ee5e57-bf14-33f4-9887-5fc31ff5b118/torrepacheco.es/torrepacheco2.tgz-file-tree.txt
habeco.com.vn,"HABECO cam kết uống có trách nhiệm. Đó là lý do tại sao chúng tôi cần đảm bảo rằng bạn ở trên độ tuổi uống rượu hợp pháp và được phép xem trang web này một cách hợp pháp. Bằng cách nhấp vào xác nhận ""Tôi đã đủ 18 tuổi"" là bạn đồng ý với các điều khoả...",2024-05-09 14:22:00,8139,Published,19.0,| http://lockbit33chewwx25efq6dgkhkw4u7nefudq4ijkuamjfd7x73on6dyd.onion/secret/e2a1c716b2302b983339fdf1f3491769-6b3142e8-99f6-36a2-83e3-707df105a10d/habeco.com.vn/habeco.com.vn.7z-file-tree.txt
easternshipbuilding.com,"Commercial Shipbuilding. For more than 45 years, Eastern has delivered over 350 vessels for commercial clients. Our quality of construction and commitment to customers are key to our success. Let us build your next state-of-the-art craft. Learn More.",2024-05-09 14:17:00,8027,Published,18.7,| http://lockbit33chewwx25efq6dgkhkw4u7nefudq4ijkuamjfd7x73on6dyd.onion/secret/583257eb6dd8163cbd89ae4d13dff87a-3347ca5b-4cc3-3c71-830a-0188ab2f470d/easternshipbuilding.com/easternshipbuilding.com.7z-file-tree.txt
redwoodcoastrc.org,"This website uses cookies to improve your experience while you navigate through the website. Out of these, the cookies that are categorized as necessary are stored on your browser as they are essential for the working of basic functionalities of the...",2024-05-09 14:14:00,7906,Published,95.81,| http://lockbit33chewwx25efq6dgkhkw4u7nefudq4ijkuamjfd7x73on6dyd.onion/secret/dc6e36e9b2667f5b90c5b00a15401873-cb620abe-2961-3c3a-829a-21c5c885ffec/redwoodcoastrc.org/redwoodcoastrc.org.7z-file-tree.txt
gpaa.gov.za,"The Government Pensions Administration Agency (GPAA) administers pensions on behalf of its primary clients, the Government Employees Pension Fund (GEPF) and National Treasury You can contact the main system administrator on the contacts below, wai...",2024-05-09 14:05:00,8085,Published,668.25,| http://lockbit33chewwx25efq6dgkhkw4u7nefudq4ijkuamjfd7x73on6dyd.onion/secret/9aa07c71f268701c5d09af846abdcb6c-510c7437-f514-3476-8b45-39df5b65e338/gpaa.gov.za/gpaa.gov.za.7z-file-tree.txt
universalservicesms.com,"About Us. Universal Services LLC offers the unique capability of in-house design, fabrication, and installation; saving cost, schedule, and coordination. Since 2004, Universal has provided quality electrical, mechanical, structural, and CNC Machining...",2024-05-09 14:01:00,7845,Published,388.53,| http://lockbit33chewwx25efq6dgkhkw4u7nefudq4ijkuamjfd7x73on6dyd.onion/secret/86643265237906658429d53acabe1317-7091ce97-17e4-385d-86d5-8a51e3aed947/universalservicesms.com/universalservicesms.com.7z-file-tree.txt
rmhfranchise.com,"RMH Vision. RMH Franchise strives to be a multi-brand restaurant company with a dynamic culture, focused on operational excellence and engaged team members who create value for our guests and deliver a superior return to our investors.",2024-05-09 13:59:00,8094,Published,685.35,| http://lockbit7z2jwcskxpbokpemdxmltipntwlkmidcll2qirbu7ykg46eyd.onion/secret/98bbe0b30b09f876f3edbbd9ae7c9145-06c3da40-30ae-3f9a-a3e2-d64f7ee61264/rmhfranchise.com/rmhfranchise.com.7z-file-tree.txt
ksa-architecture.com,"KSA is a different breed of architecture firm. We are a team of skilled technicians and consultants with decades of expertise in sustainable design. top of page. Solving problems. Building trust. ""You gave us a building that has exceeded our grandest...",2024-05-09 13:55:00,7664,Published,778.26,| http://lockbit7z2jwcskxpbokpemdxmltipntwlkmidcll2qirbu7ykg46eyd.onion/secret/5762c7e24580c143f1a8c3008f703f55-6c82a49d-9985-35e7-bbb6-2686772731c7/ksa-architecture.com/ksa-architecture.com.7z-file-tree.txt
themisbourne.co.uk,"The Misbourne School is a coeducational secondary school and sixth form located in Great Missenden, Buckinghamshire, England. The school has approximately 1020 students, and the sixth form has around 170 students, offering A-Levels as well as BTEC qu...",2024-05-09 13:52:00,7923,Published,3.3,| http://lockbit7z2jwcskxpbokpemdxmltipntwlkmidcll2qirbu7ykg46eyd.onion/secret/70fb8d5bfe7f9cee35d2c6d33ad13baf-502b572f-8ecc-3a5f-9f5b-2b6ab31bac87/themisbourne.co.uk/themisbourne.co.uk.zip-file-tree.txt
calvia.com,"L'Ajuntament de Calvià és l'administració local del municipi de Calvià, a Mallorca. Consulta els serveis, les notícies i el registre electrònic.",2024-05-09 13:44:00,7990,Published,,NA
nybravestfcu.org,"Manage your finances better with a Checking Account from NY Bravest FCU. With our Internet Teller, managing your money has never been easier. Quickly check your balance, review transactions, and balance your checkbook all in one place!",2024-05-09 13:31:00,7775,Published,3.1,| http://lockbit7z2jwcskxpbokpemdxmltipntwlkmidcll2qirbu7ykg46eyd.onion/secret/5b164bdf512362246d8de7c839226689-a7a57d7b-d0d1-360c-a107-2dfb9287af41/nybravestfcu.org/nybravestfcu_org.zip-file-tree.txt
ufresources.com,"UF Resources Corporation is a privately held holding company based in University Park, Florida, offering administration, information technology and other support services. We make extensive use of technology to leverage our resources to provide effic...",2024-05-09 13:26:00,8184,Published,,NA
rjcorp.in,"RJ Corp has emerged as a powerhouse multinational company with flourishing businesses in a range of sectors which include beverages, quick service restaurants (QSR), ice-cream, dairy products, retail, healthcare, and education. The Group is reputed f...",2024-05-09 13:18:00,7873,Published,254.82,| http://lockbit33chewwx25efq6dgkhkw4u7nefudq4ijkuamjfd7x73on6dyd.onion/secret/95d210309fc60e11290a3110870ce75f-a9ac76a9-fcfd-3cd4-aa6b-e3b0d8da30cd/rjcorp.in/rjcorp.in.7z-file-tree.txt
acla-werke.com,ACLA-WERKE offer a comprehensive range of high-grade squeeges for all cases of the daily screen printing practice which set a standard in the screen printing world thanks to a long experience in the application. The screen printer has a choice betwee...,2024-05-09 13:03:00,7822,Published,39.8,| http://lockbit33chewwx25efq6dgkhkw4u7nefudq4ijkuamjfd7x73on6dyd.onion/secret/0a5a2a4ea4a6eebf35193567b52666c9-b99e591c-4a52-368f-b733-32ae070138d7/acla-werke.com/acla.zip-file-tree.txt
crinetics.com,"Crinetics is here for endocrine disease patients who are eager to find therapies that provide effective disease control and more simplicity in their lives. We have failed to reach an agreement with the Crinetics organization, given their unscrupul...",2024-05-09 13:01:00,8157,Published,32.1,| http://lockbit33chewwx25efq6dgkhkw4u7nefudq4ijkuamjfd7x73on6dyd.onion/secret/9891a574140d635917cc5594a0e36357-f4181e09-6edc-38e5-b3d2-afe911add680/crinetics.com/crinetics.com.7z-file-tree.txt
tegaindustries.com,"Tega is a global leader in designing and manufacturing of ‘critical-to-operate’ consumables for the mining, mineral processing and material handling industries.",2024-05-09 11:45:00,10260,Published,,NA
vm3fincas.es,"Since 1980 we have offered comprehensive advice on the management, administration and sale of real estate. Our multidisciplinary team allows us to provide a highly qualified service covering all property needs. VM3 Fincas works for your peace of mind...",2024-05-09 11:38:00,10879,Published,,NA
garage-cretot.fr,Automotive Service & Collision Repair Consumer Services,2024-05-09 11:34:00,9793,Published,,NA
cttxpress.com,"As a thought leader in the logistics industry, CTT Express structurally invests in trend research and solution development.",2024-05-09 11:32:00,9932,Published,,NA
iitm.ac.in,,2024-05-09 11:29:00,10178,Published,,NA
